province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Selangor,Malaysia,2022-05-22,3.0738,101.5183,POINT(101.5183 3.0738),1358936,10654,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-24,3.0738,101.5183,POINT(101.5183 3.0738),922683,10148,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-30,3.0738,101.5183,POINT(101.5183 3.0738),713552,9596,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-14,3.0738,101.5183,POINT(101.5183 3.0738),1468446,10832,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-29,3.0738,101.5183,POINT(101.5183 3.0738),712151,9593,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-11,3.0738,101.5183,POINT(101.5183 3.0738),727146,9667,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-05,3.0738,101.5183,POINT(101.5183 3.0738),720048,9625,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-27,3.0738,101.5183,POINT(101.5183 3.0738),709392,9581,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-12,3.0738,101.5183,POINT(101.5183 3.0738),1349917,10645,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-08,3.0738,101.5183,POINT(101.5183 3.0738),792914,9993,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-17,3.0738,101.5183,POINT(101.5183 3.0738),1305234,10600,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-05,3.0738,101.5183,POINT(101.5183 3.0738),1342645,10638,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-07,3.0738,101.5183,POINT(101.5183 3.0738),792043,9987,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-13,3.0738,101.5183,POINT(101.5183 3.0738),730499,9681,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-15,3.0738,101.5183,POINT(101.5183 3.0738),1405724,10725,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-15,3.0738,101.5183,POINT(101.5183 3.0738),863383,10084,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-23,3.0738,101.5183,POINT(101.5183 3.0738),1473207,10844,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-25,3.0738,101.5183,POINT(101.5183 3.0738),1332474,10619,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-17,3.0738,101.5183,POINT(101.5183 3.0738),1470097,10835,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-10-03,3.0738,101.5183,POINT(101.5183 3.0738),1478445,10850,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-21,3.0738,101.5183,POINT(101.5183 3.0738),1414421,10740,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-18,3.0738,101.5183,POINT(101.5183 3.0738),1470756,10836,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-28,3.0738,101.5183,POINT(101.5183 3.0738),811952,10055,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-01,3.0738,101.5183,POINT(101.5183 3.0738),955603,10198,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-26,3.0738,101.5183,POINT(101.5183 3.0738),708170,9580,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-09-26,3.0738,101.5183,POINT(101.5183 3.0738),672152,9166,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-06,3.0738,101.5183,POINT(101.5183 3.0738),1343083,10641,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-29,3.0738,101.5183,POINT(101.5183 3.0738),1476311,10848,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-29,3.0738,101.5183,POINT(101.5183 3.0738),813280,10056,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-12,3.0738,101.5183,POINT(101.5183 3.0738),1275660,10588,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-17,3.0738,101.5183,POINT(101.5183 3.0738),775143,9878,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-01,3.0738,101.5183,POINT(101.5183 3.0738),1366926,10662,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-26,3.0738,101.5183,POINT(101.5183 3.0738),1420906,10750,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-09,3.0738,101.5183,POINT(101.5183 3.0738),1398597,10693,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-18,3.0738,101.5183,POINT(101.5183 3.0738),1079784,10420,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-28,3.0738,101.5183,POINT(101.5183 3.0738),1337407,10627,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-02,3.0738,101.5183,POINT(101.5183 3.0738),962097,10216,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-19,3.0738,101.5183,POINT(101.5183 3.0738),1451429,10787,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-11,3.0738,101.5183,POINT(101.5183 3.0738),1400807,10720,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-24,3.0738,101.5183,POINT(101.5183 3.0738),806648,10041,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-30,3.0738,101.5183,POINT(101.5183 3.0738),753473,9787,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-06,3.0738,101.5183,POINT(101.5183 3.0738),1240038,10566,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-16,3.0738,101.5183,POINT(101.5183 3.0738),1354147,10650,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-20,3.0738,101.5183,POINT(101.5183 3.0738),1471426,10838,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-04,3.0738,101.5183,POINT(101.5183 3.0738),1392496,10684,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-24,3.0738,101.5183,POINT(101.5183 3.0738),781036,9910,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-02,3.0738,101.5183,POINT(101.5183 3.0738),716462,9613,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-01,3.0738,101.5183,POINT(101.5183 3.0738),1340270,10632,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-28,3.0738,101.5183,POINT(101.5183 3.0738),1167650,10510,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-26,3.0738,101.5183,POINT(101.5183 3.0738),1457282,10802,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-18,3.0738,101.5183,POINT(101.5183 3.0738),881952,10106,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-10,3.0738,101.5183,POINT(101.5183 3.0738),1441112,10776,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-08,3.0738,101.5183,POINT(101.5183 3.0738),687966,9444,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-03,3.0738,101.5183,POINT(101.5183 3.0738),819960,10059,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-13,3.0738,101.5183,POINT(101.5183 3.0738),1045630,10347,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-07,3.0738,101.5183,POINT(101.5183 3.0738),1437765,10772,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-09-23,3.0738,101.5183,POINT(101.5183 3.0738),666009,8913,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-05,3.0738,101.5183,POINT(101.5183 3.0738),761007,9816,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-17,3.0738,101.5183,POINT(101.5183 3.0738),1354762,10650,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-23,3.0738,101.5183,POINT(101.5183 3.0738),780188,9907,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-25,3.0738,101.5183,POINT(101.5183 3.0738),1456202,10800,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-21,3.0738,101.5183,POINT(101.5183 3.0738),1100852,10446,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-28,3.0738,101.5183,POINT(101.5183 3.0738),949634,10185,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-01,3.0738,101.5183,POINT(101.5183 3.0738),1203741,10531,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-18,3.0738,101.5183,POINT(101.5183 3.0738),1355612,10650,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-11,3.0738,101.5183,POINT(101.5183 3.0738),795012,10005,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-24,3.0738,101.5183,POINT(101.5183 3.0738),1360595,10656,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-11,3.0738,101.5183,POINT(101.5183 3.0738),1466660,10830,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-04,3.0738,101.5183,POINT(101.5183 3.0738),1369381,10666,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-02,3.0738,101.5183,POINT(101.5183 3.0738),680618,9385,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-19,3.0738,101.5183,POINT(101.5183 3.0738),738926,9723,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-21,3.0738,101.5183,POINT(101.5183 3.0738),1382520,10679,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-30,3.0738,101.5183,POINT(101.5183 3.0738),1459750,10819,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-12,3.0738,101.5183,POINT(101.5183 3.0738),769477,9859,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-24,3.0738,101.5183,POINT(101.5183 3.0738),1385237,10679,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-22,3.0738,101.5183,POINT(101.5183 3.0738),704368,9559,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-12,3.0738,101.5183,POINT(101.5183 3.0738),1443820,10778,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-10,3.0738,101.5183,POINT(101.5183 3.0738),767296,9849,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-06,3.0738,101.5183,POINT(101.5183 3.0738),684768,9419,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-08,3.0738,101.5183,POINT(101.5183 3.0738),1371724,10670,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-08,3.0738,101.5183,POINT(101.5183 3.0738),832428,10069,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-19,3.0738,101.5183,POINT(101.5183 3.0738),1313434,10605,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-18,3.0738,101.5183,POINT(101.5183 3.0738),1410000,10731,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-01,3.0738,101.5183,POINT(101.5183 3.0738),816973,10059,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-09,3.0738,101.5183,POINT(101.5183 3.0738),766003,9845,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-26,3.0738,101.5183,POINT(101.5183 3.0738),782514,9916,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-16,3.0738,101.5183,POINT(101.5183 3.0738),734126,9700,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-28,3.0738,101.5183,POINT(101.5183 3.0738),1458658,10804,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-02,3.0738,101.5183,POINT(101.5183 3.0738),1390944,10684,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-11,3.0738,101.5183,POINT(101.5183 3.0738),1033813,10318,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-26,3.0738,101.5183,POINT(101.5183 3.0738),1151868,10493,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-25,3.0738,101.5183,POINT(101.5183 3.0738),807623,10048,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-20,3.0738,101.5183,POINT(101.5183 3.0738),896324,10118,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-25,3.0738,101.5183,POINT(101.5183 3.0738),1474315,10846,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-05,3.0738,101.5183,POINT(101.5183 3.0738),1393455,10686,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-13,3.0738,101.5183,POINT(101.5183 3.0738),1402778,10722,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-03,3.0738,101.5183,POINT(101.5183 3.0738),717629,9614,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-23,3.0738,101.5183,POINT(101.5183 3.0738),1417527,10746,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-15,3.0738,101.5183,POINT(101.5183 3.0738),1294529,10598,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-21,3.0738,101.5183,POINT(101.5183 3.0738),741819,9727,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-23,3.0738,101.5183,POINT(101.5183 3.0738),1329066,10612,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-03,3.0738,101.5183,POINT(101.5183 3.0738),1341379,10636,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-09,3.0738,101.5183,POINT(101.5183 3.0738),1261817,10580,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-13,3.0738,101.5183,POINT(101.5183 3.0738),855566,10073,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-18,3.0738,101.5183,POINT(101.5183 3.0738),700127,9521,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-17,3.0738,101.5183,POINT(101.5183 3.0738),699327,9519,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-10-06,3.0738,101.5183,POINT(101.5183 3.0738),1479929,10857,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-09,3.0738,101.5183,POINT(101.5183 3.0738),1465802,10830,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-12,3.0738,101.5183,POINT(101.5183 3.0738),728898,9676,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-30,3.0738,101.5183,POINT(101.5183 3.0738),1427400,10760,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-04,3.0738,101.5183,POINT(101.5183 3.0738),718973,9620,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-22,3.0738,101.5183,POINT(101.5183 3.0738),1415278,10745,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-20,3.0738,101.5183,POINT(101.5183 3.0738),740454,9727,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-29,3.0738,101.5183,POINT(101.5183 3.0738),784716,9941,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-14,3.0738,101.5183,POINT(101.5183 3.0738),1403847,10722,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-06,3.0738,101.5183,POINT(101.5183 3.0738),1394796,10688,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-08,3.0738,101.5183,POINT(101.5183 3.0738),1256131,10577,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-12,3.0738,101.5183,POINT(101.5183 3.0738),850216,10073,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-24,3.0738,101.5183,POINT(101.5183 3.0738),1331347,10614,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-29,3.0738,101.5183,POINT(101.5183 3.0738),1174635,10517,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-27,3.0738,101.5183,POINT(101.5183 3.0738),1387209,10680,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-10,3.0738,101.5183,POINT(101.5183 3.0738),1347006,10644,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-10-05,3.0738,101.5183,POINT(101.5183 3.0738),1479401,10854,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-25,3.0738,101.5183,POINT(101.5183 3.0738),707241,9572,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-19,3.0738,101.5183,POINT(101.5183 3.0738),1410998,10734,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-27,3.0738,101.5183,POINT(101.5183 3.0738),1457938,10804,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-12,3.0738,101.5183,POINT(101.5183 3.0738),1040285,10329,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-07,3.0738,101.5183,POINT(101.5183 3.0738),1464854,10830,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-20,3.0738,101.5183,POINT(101.5183 3.0738),1318085,10607,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-04,3.0738,101.5183,POINT(101.5183 3.0738),821947,10060,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-06,3.0738,101.5183,POINT(101.5183 3.0738),995710,10248,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-14,3.0738,101.5183,POINT(101.5183 3.0738),1050018,10361,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-22,3.0738,101.5183,POINT(101.5183 3.0738),1108304,10457,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-30,3.0738,101.5183,POINT(101.5183 3.0738),785681,9944,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-06,3.0738,101.5183,POINT(101.5183 3.0738),761875,9822,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-24,3.0738,101.5183,POINT(101.5183 3.0738),1455110,10797,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-10,3.0738,101.5183,POINT(101.5183 3.0738),690332,9477,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-09-22,3.0738,101.5183,POINT(101.5183 3.0738),664024,624641,8880,0,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-29,3.0738,101.5183,POINT(101.5183 3.0738),1425428,10760,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-02,3.0738,101.5183,POINT(101.5183 3.0738),1461732,10824,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-22,3.0738,101.5183,POINT(101.5183 3.0738),779237,9901,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-10-04,3.0738,101.5183,POINT(101.5183 3.0738),1478820,10854,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-16,3.0738,101.5183,POINT(101.5183 3.0738),1469621,10834,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-14,3.0738,101.5183,POINT(101.5183 3.0738),731765,9688,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-16,3.0738,101.5183,POINT(101.5183 3.0738),1407649,10728,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-20,3.0738,101.5183,POINT(101.5183 3.0738),1413022,10736,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-26,3.0738,101.5183,POINT(101.5183 3.0738),1334277,10622,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-24,3.0738,101.5183,POINT(101.5183 3.0738),706485,9568,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-04,3.0738,101.5183,POINT(101.5183 3.0738),1341926,10638,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-30,3.0738,101.5183,POINT(101.5183 3.0738),1339627,10630,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-19,3.0738,101.5183,POINT(101.5183 3.0738),701015,9530,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-19,3.0738,101.5183,POINT(101.5183 3.0738),1471068,10836,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-27,3.0738,101.5183,POINT(101.5183 3.0738),810296,10054,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-29,3.0738,101.5183,POINT(101.5183 3.0738),1388381,10682,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-28,3.0738,101.5183,POINT(101.5183 3.0738),783754,9929,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-02,3.0738,101.5183,POINT(101.5183 3.0738),1430617,10764,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-07,3.0738,101.5183,POINT(101.5183 3.0738),1396426,10689,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-31,3.0738,101.5183,POINT(101.5183 3.0738),714680,9597,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-04,3.0738,101.5183,POINT(101.5183 3.0738),682304,9395,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-14,3.0738,101.5183,POINT(101.5183 3.0738),1376864,10673,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-12,3.0738,101.5183,POINT(101.5183 3.0738),692305,9494,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-09-24,3.0738,101.5183,POINT(101.5183 3.0738),668253,8978,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-22,3.0738,101.5183,POINT(101.5183 3.0738),1453440,10790,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-20,3.0738,101.5183,POINT(101.5183 3.0738),777556,9889,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-29,3.0738,101.5183,POINT(101.5183 3.0738),752376,9777,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-14,3.0738,101.5183,POINT(101.5183 3.0738),1446711,10779,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-06,3.0738,101.5183,POINT(101.5183 3.0738),1370562,10667,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-16,3.0738,101.5183,POINT(101.5183 3.0738),1064796,10394,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-20,3.0738,101.5183,POINT(101.5183 3.0738),802660,10031,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-04,3.0738,101.5183,POINT(101.5183 3.0738),1463082,10825,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-27,3.0738,101.5183,POINT(101.5183 3.0738),1363627,10658,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-19,3.0738,101.5183,POINT(101.5183 3.0738),1356504,10652,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-26,3.0738,101.5183,POINT(101.5183 3.0738),748824,9758,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-09,3.0738,101.5183,POINT(101.5183 3.0738),1439270,10775,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-02,3.0738,101.5183,POINT(101.5183 3.0738),1212403,10541,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-28,3.0738,101.5183,POINT(101.5183 3.0738),1423779,10755,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-01,3.0738,101.5183,POINT(101.5183 3.0738),1461017,10823,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-10,3.0738,101.5183,POINT(101.5183 3.0738),1266116,10581,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-18,3.0738,101.5183,POINT(101.5183 3.0738),737189,9716,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-09-08,3.0738,101.5183,POINT(101.5183 3.0738),1465302,10830,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-01-23,3.0738,101.5183,POINT(101.5183 3.0738),805832,10038,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-31,3.0738,101.5183,POINT(101.5183 3.0738),1428226,10763,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-05,3.0738,101.5183,POINT(101.5183 3.0738),824437,10065,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-05-15,3.0738,101.5183,POINT(101.5183 3.0738),1353440,10649,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-06-23,3.0738,101.5183,POINT(101.5183 3.0738),1384505,10679,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-21,3.0738,101.5183,POINT(101.5183 3.0738),703046,9548,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-08-11,3.0738,101.5183,POINT(101.5183 3.0738),1442785,10777,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-07-03,3.0738,101.5183,POINT(101.5183 3.0738),1392014,10684,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-01,3.0738,101.5183,POINT(101.5183 3.0738),715563,9602,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-04-07,3.0738,101.5183,POINT(101.5183 3.0738),1246457,10575,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-11-17,3.0738,101.5183,POINT(101.5183 3.0738),735741,9710,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-12-25,3.0738,101.5183,POINT(101.5183 3.0738),781838,9916,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-02-19,3.0738,101.5183,POINT(101.5183 3.0738),889144,10111,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2022-03-27,3.0738,101.5183,POINT(101.5183 3.0738),1161141,10492,,,,,"Selangor, Malaysia"
Selangor,Malaysia,2021-10-09,3.0738,101.5183,POINT(101.5183 3.0738),689317,9466,,,,,"Selangor, Malaysia"
,Thailand,2022-06-16,15.870032,100.992541,POINT(100.992541 15.870032),4494880,30422,,,,,Thailand
,Thailand,2021-11-07,15.870032,100.992541,POINT(100.992541 15.870032),1967999,19664,,,,,Thailand
,Thailand,2022-03-09,15.870032,100.992541,POINT(100.992541 15.870032),3111857,23512,,,,,Thailand
,Thailand,2021-11-24,15.870032,100.992541,POINT(100.992541 15.870032),2081992,20544,,,,,Thailand
,Thailand,2022-08-04,15.870032,100.992541,POINT(100.992541 15.870032),4600978,31526,,,,,Thailand
,Thailand,2021-12-02,15.870032,100.992541,POINT(100.992541 15.870032),2125729,20847,,,,,Thailand
,Thailand,2020-12-26,15.870032,100.992541,POINT(100.992541 15.870032),6123,60,4161,1902,,,Thailand
,Thailand,2021-10-14,15.870032,100.992541,POINT(100.992541 15.870032),1751704,18029,,,,,Thailand
,Thailand,2021-09-02,15.870032,100.992541,POINT(100.992541 15.870032),1234487,12103,,,,,Thailand
,Thailand,2021-06-19,15.870032,100.992541,POINT(100.992541 15.870032),214449,1609,26873,185967,,,Thailand
,Thailand,2021-01-02,15.870032,100.992541,POINT(100.992541 15.870032),7694,64,4337,3293,,,Thailand
,Thailand,2022-08-21,15.870032,100.992541,POINT(100.992541 15.870032),4635711,32055,,,,,Thailand
,Thailand,2020-10-05,15.870032,100.992541,POINT(100.992541 15.870032),3600,59,3390,151,,,Thailand
,Thailand,2022-10-01,15.870032,100.992541,POINT(100.992541 15.870032),4682132,32771,,,,,Thailand
,Thailand,2021-05-25,15.870032,100.992541,POINT(100.992541 15.870032),135439,832,26873,107734,,,Thailand
,Thailand,2022-01-15,15.870032,100.992541,POINT(100.992541 15.870032),2308615,21898,,,,,Thailand
,Thailand,2020-06-06,15.870032,100.992541,POINT(100.992541 15.870032),3104,58,2971,75,,,Thailand
,Thailand,2021-09-17,15.870032,100.992541,POINT(100.992541 15.870032),1448792,15124,,,,,Thailand
,Thailand,2021-08-09,15.870032,100.992541,POINT(100.992541 15.870032),776108,6353,,,,,Thailand
,Thailand,2020-04-25,15.870032,100.992541,POINT(100.992541 15.870032),2907,51,2547,309,,,Thailand
,Thailand,2022-01-05,15.870032,100.992541,POINT(100.992541 15.870032),2235576,21750,,,,,Thailand
